train_loss,train_accuracy,train_pos_precision,train_pos_recall,train_pos_f1,train_neg_precision,train_neg_recall,train_neg_f1,train_f1_macro,train_f1_micro,train_f1_weighted,train_runtime,train_samples_per_second,train_steps_per_second,epoch
0.07326322048902512,0.9744957808302115,0.9038713910761155,0.9842801000357271,0.9423636052676586,0.9956716344498548,0.971866148158817,0.9836248785228378,0.9629942418952482,0.9744957808302115,0.9748845520505748,411.0797,64.287,2.009,3.0
