Accuracy,Pos Precision,Pos Recall,Neg Precision,Neg Recall,Pos F1,Neg F1,F1 Macro,F1 Micro,F1 Weighted
0.959246225451243,0.8523772408417771,0.9767774205073241,0.9935038976614031,0.9545345431849824,0.9103471239490551,0.9736294410029137,0.9419882824759844,0.959246225451243,0.9602244229960457
