Accuracy,Pos Precision,Pos Recall,Neg Precision,Neg Recall,Pos F1,Neg F1,F1 Macro,F1 Micro,F1 Weighted
0.9694630491542741,0.8846956801027782,0.9841014648088603,0.9955940594059406,0.9655288299966392,0.9317547568710359,0.9803309854005703,0.9560428711358031,0.9694630491542741,0.9700411406467832
