Accuracy,Pos Precision,Pos Recall,Neg Precision,Neg Recall,Pos F1,Neg F1,F1 Macro,F1 Micro,F1 Weighted
0.9729443372308624,0.8953846153846153,0.9876741693461951,0.9965929290934229,0.9689855489941908,0.9392678161895863,0.9825953603855797,0.9609315882875831,0.9729443372308624,0.9734173381958052
